# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
OGLE-2012-BLG-1326  None  18:10:24.81  -28:43:19.7  2456177.140634  2012-09-06.67  None  None  None  16.312654  0.096678  10.3798  21.2698  18.72936
OGLE-2012-BLG-1327  None  18:12:42.28  -26:11:04.6  2456169.150319  2012-09-10.47  None  None  None  1681.691264  0.001988  503.0189  24.7406  17.98664
OGLE-2012-BLG-1328  None  17:35:57.07  -27:09:05.1  2456174.478714  2012-09-04.05  2456161.24275  2012-08-21T17:44:41  -13.2359680901  35.559078  0.199905  5.077  21.1844  19.42037
OGLE-2012-BLG-1329  None  18:00:26.97  -28:54:06.2  2456166.030  2012-08-26.53  None  None  None  6.372  0.082  12.291  None  18.898
OGLE-2012-BLG-1330  None  18:06:18.75  -28:31:48.7  2456308.081689  2013-01-09.15  None  None  None  182.344120  1.784044  1.084  16.1267  16.03914
OGLE-2012-BLG-1331  None  18:11:08.92  -29:24:27.0  2456163.301631  2012-08-23.30  None  None  None  12.642140  1.045980  1.3106  19.0429  18.74925
OGLE-2012-BLG-1332  None  17:49:57.04  -32:30:03.5  2456181.945953  2012-09-11.42  None  None  None  12.842826  0.342391  3.0475  17.9917  16.78185
OGLE-2012-BLG-1333  None  18:10:21.92  -25:36:16.0  2456161.131736  2012-08-21.62  None  None  None  1.298286  0.262695  3.9045  21.2024  19.72350
OGLE-2012-BLG-1334  None  17:44:26.95  -35:06:00.0  2456171.364708  2012-09-01.20  None  None  None  23.144058  0.271744  3.7811  19.9168  18.47274
OGLE-2012-BLG-1335  None  17:42:24.67  -35:07:20.2  2456161.837379  2012-08-21.86  None  None  None  22.868487  0.501474  2.1775  20.6516  19.80672
OGLE-2012-BLG-1336  None  17:37:56.54  -26:37:28.4  2456163.162416  2012-08-23.38  None  None  None  9.754088  0.307250  3.3688  21.7096  20.39091
OGLE-2012-BLG-1337  None  18:02:15.12  -26:26:15.0  2456145.111698  2012-08-05.58  2456162.21129  2012-08-22T16:58:45  17.0995905334  27.093038  0.135732  7.4183  22.0372  19.86148
OGLE-2012-BLG-1338  None  18:00:06.68  -29:08:31.4  2456164.390  2012-08-24.89  None  None  None  1.179  0.786  1.55  None  18.416
OGLE-2012-BLG-1339  None  18:02:48.05  -32:19:45.4  2456168.561333  2012-08-28.68  None  None  None  15.873429  0.740958  1.6129  19.2252  18.70612
OGLE-2012-BLG-1340  None  18:06:15.30  -29:36:52.7  2456167.899306  2012-08-28.64  None  None  None  12.699751  0.230745  4.4198  19.9331  18.31955
OGLE-2012-BLG-1341  None  17:54:31.61  -30:51:00.4  2456160.391038  2012-08-27.45  2456166.93272  2012-08-27T10:18:27  6.54168536002  15.743205  0.905609  1.4184  19.2888  18.90933
OGLE-2012-BLG-1342  None  17:54:10.38  -30:42:04.7  2456168.830528  2012-09-10.65  2456167.0011  2012-08-27T11:56:56  -1.82942582853  14.449131  0.383726  2.7478  15.915  14.81755
OGLE-2012-BLG-1343  None  17:51:42.53  -28:31:11.2  2455625.931939  2012-08-28.74  None  None  None  7.582847  1.494703  1.1345  19.312  19.17493
OGLE-2012-BLG-1344  None  17:50:14.49  -30:22:21.7  2456185.323939  2012-09-14.80  None  None  None  15.563847  1.317091  1.1841  16.9731  16.78964
OGLE-2012-BLG-1345  None  17:51:53.83  -29:25:01.6  2456168.915115  2012-08-27.30  None  None  None  44.616632  0.265743  3.862  19.4842  18.01721
OGLE-2012-BLG-1346  None  17:54:21.87  -33:26:23.0  2456164.160004  2012-08-24.93  None  None  None  3.816786  0.395319  2.6755  19.3282  18.25969
OGLE-2012-BLG-1347  None  17:57:25.35  -29:14:36.1  2456174.346221  2012-09-04.02  None  None  None  15.758303  0.299930  3.4455  20.809  19.46587
OGLE-2012-BLG-1348  None  17:44:00.47  -34:33:11.2  2456176.923159  2012-09-06.59  None  None  None  60.733419  0.067522  14.8353  21.7304  18.80213
OGLE-2012-BLG-1349  None  17:37:15.59  -26:53:08.3  2456168.776078  2012-08-29.30  2456168.72913  2012-08-29T05:26:01  -0.0469468724914  12.030021  0.542840  2.0398  20.2772  19.50319
OGLE-2012-BLG-1350  None  17:54:06.85  -28:56:46.5  2456175.029568  2012-09-04.55  None  None  None  9.697828  0.118508  8.4826  21.1679  18.84653
OGLE-2012-BLG-1351  None  17:53:44.46  -29:09:05.9  2456183.35877  2012-09-12.48  None  None  None  48.159819  0.218021  4.6681  20.4465  18.77367
OGLE-2012-BLG-1352  None  17:53:26.12  -29:08:08.1  2456165.021424  2012-08-25.63  None  None  None  14.043769  0.303199  3.4108  20.4563  19.12412
OGLE-2012-BLG-1353  None  17:53:02.38  -28:59:29.0  2456192.92923  2012-09-22.43  None  None  None  11.732049  0.612037  1.855  16.2854  15.61450
OGLE-2012-BLG-1354  None  17:52:19.36  -30:22:35.1  2456211.222324  2012-10-10.73  None  None  None  29.021950  0.163842  6.1647  19.4613  17.48655
OGLE-2012-BLG-1355  None  17:54:47.10  -29:36:44.7  2456243.217282  2012-11-30.39  None  None  None  103.735624  0.164848  6.1278  19.8925  17.92428
OGLE-2012-BLG-1356  None  17:55:59.59  -28:25:27.7  2456170.340242  2012-08-29.83  None  None  None  306.561252  0.021704  46.0826  22.1046  17.94575
OGLE-2012-BLG-1357  None  17:58:48.29  -29:51:59.1  2456219.107715  2012-10-22.83  None  None  None  48.311759  1.479269  1.1382  17.3293  17.18875
OGLE-2012-BLG-1358  None  18:06:02.68  -28:47:39.2  2456168.757183  2012-08-29.04  None  None  None  14.938772  0.113626  8.8434  21.8875  19.52097
OGLE-2012-BLG-1359  None  18:01:54.27  -28:51:52.3  2456161.542171  2012-08-25.75  None  None  None  81.699315  0.230232  4.4293  20.1885  18.57269
OGLE-2012-BLG-1360  None  17:53:42.16  -31:05:19.9  2456169.841777  2012-09-04.04  None  None  None  10.877323  0.600955  1.8814  20.6527  19.96650
OGLE-2012-BLG-1361  None  17:50:30.91  -30:48:29.7  2456199.016807  2012-09-28.44  None  None  None  31.792523  0.549754  2.019  18.0904  17.32754
OGLE-2012-BLG-1362  None  17:40:10.59  -27:35:39.8  2456185.378785  2012-09-14.97  None  None  None  21.458130  1.341165  1.1762  15.9607  15.78448
OGLE-2012-BLG-1363  None  17:39:58.41  -27:25:17.7  2456235.503712  2012-11-03.72  2456169.57925  2012-08-30T01:50:13  -65.9244623538  57.250242  0.574779  1.9483  18.6039  17.87976
OGLE-2012-BLG-1364  None  17:53:28.90  -29:29:14.0  2456164.632724  2012-08-25.14  None  None  None  11.263346  0.023508  42.5475  22.4986  18.42639
OGLE-2012-BLG-1365  None  17:52:37.79  -29:14:23.5  2456172.127443  2012-09-01.63  None  None  None  23.692477  0.027877  35.8823  22.1456  18.25840
OGLE-2012-BLG-1366  None  17:53:18.12  -34:04:42.6  2456186.641726  2012-10-24.98  None  None  None  20.080392  1.419148  1.1534  15.9441  15.78919
OGLE-2012-BLG-1367  None  17:58:43.01  -28:24:17.3  2456180.834389  2012-09-12.20  None  None  None  17.803508  0.473795  2.2843  19.9285  19.03161
OGLE-2012-BLG-1368  None  17:59:22.74  -27:54:43.4  2456170.871595  2012-08-31.08  None  None  None  3.940474  0.691311  1.6938  17.9919  17.41968
OGLE-2012-BLG-1369  None  17:59:53.94  -29:02:59.7  2456180.00205  2012-09-09.46  None  None  None  23.570196  0.227371  4.4829  20.3328  18.70395
OGLE-2012-BLG-1370  None  18:05:26.55  -27:20:05.1  2456175.027561  2012-09-04.57  None  None  None  17.648834  0.451291  2.3816  19.4801  18.53792
OGLE-2012-BLG-1371  None  18:01:40.58  -29:01:00.9  2456184.157748  2012-09-14.22  None  None  None  11.969927  0.228121  4.4687  19.2916  17.66614
OGLE-2012-BLG-1372  None  18:01:20.95  -28:25:17.3  2456174.419756  2012-09-08.25  None  None  None  18.947540  0.399385  2.6512  18.3553  17.29667
OGLE-2012-BLG-1373  None  18:06:15.30  -29:36:52.7  2456167.812032  2012-08-28.52  None  None  None  13.429619  0.282330  3.647  19.6528  18.24801
OGLE-2012-BLG-1374  None  18:05:27.42  -29:36:08.1  2456165.48861  2012-08-26.02  None  None  None  7.644341  0.397722  2.6611  20.5134  19.45074
OGLE-2012-BLG-1375  None  18:08:32.81  -28:42:37.0  2456173.722975  2012-09-16.37  2456172.49476  2012-09-01T23:48:05  -1.22821258707  22.212539  0.376191  2.7973  20.1123  18.99550
OGLE-2012-BLG-1376  None  17:51:58.55  -29:13:08.0  2455600.595015  2012-09-08.73  None  None  None  4.500263  1.431319  1.1501  18.7553  18.60346
OGLE-2012-BLG-1377  None  17:54:09.05  -30:24:38.8  2456185.005546  2012-09-14.97  None  None  None  34.848896  0.210057  4.839  20.4128  18.70093
OGLE-2012-BLG-1378  None  18:02:03.63  -27:30:02.2  2456259.443934  2012-12-16.73  None  None  None  123.576075  1.828044  1.0784  17.0724  16.99040
OGLE-2012-BLG-1379  None  18:00:26.20  -28:47:35.3  2456177.083474  2012-09-06.62  None  None  None  21.263158  0.019426  51.4847  22.6237  18.34449
OGLE-2012-BLG-1380  None  18:06:36.94  -27:51:16.7  2456199.098824  2012-09-28.91  None  None  None  39.078252  0.197178  5.1452  19.9891  18.21058
OGLE-2012-BLG-1381  None  17:33:29.52  -26:52:43.6  2456179.063415  2012-09-08.64  None  None  None  31.060910  0.128019  7.8593  23.1113  20.87282
OGLE-2012-BLG-1382  None  17:30:06.75  -28:58:46.3  2456224.05112  2012-10-23.04  None  None  None  80.079044  0.230590  4.4227  20.0766  18.46234
OGLE-2012-BLG-1383  None  17:24:19.98  -29:55:05.1  2456169.699191  2012-08-30.18  None  None  None  2.868261  0.439008  2.4393  20.2521  19.28393
OGLE-2012-BLG-1384  None  17:38:30.83  -21:27:16.2  2456168.059096  2012-08-28.94  None  None  None  12.209966  0.640645  1.7916  19.9091  19.27596
OGLE-2012-BLG-1385  None  17:55:05.88  -27:03:15.2  2456141.305402  2012-07-28.34  2456172.88648  2012-09-02T09:12:36  31.5810734271  63.403489  0.947180  1.3822  19.1637  18.81233
OGLE-2012-BLG-1386  None  17:52:11.27  -28:31:23.1  2456167.807111  2012-08-27.40  None  None  None  75.051962  0.003051  327.7625  24.8454  18.55651
OGLE-2012-BLG-1387  None  18:10:26.79  -27:47:32.3  2456181.08502  2012-09-11.09  None  None  None  37.468515  0.206498  4.9198  22.1811  20.45121
OGLE-2012-BLG-1388  None  18:08:06.03  -28:51:12.1  2456182.662357  2012-09-17.51  None  None  None  693.412957  0.002369  422.1199  25.419  18.85541
OGLE-2012-BLG-1389  None  17:51:55.48  -31:11:42.0  2456171.039585  2012-09-06.45  None  None  None  19.761767  1.029901  1.3211  19.4271  19.12480
OGLE-2012-BLG-1390  None  18:08:04.01  -25:56:36.5  2456188.290166  2012-09-17.16  None  None  None  42.227408  0.495279  2.2002  20.5038  19.64766
OGLE-2012-BLG-1391  None  17:35:19.61  -27:03:41.8  2456173.718908  2012-09-02.85  None  None  None  116.139274  0.006531  153.1184  24.5604  19.09780
OGLE-2012-BLG-1392  None  17:41:45.15  -23:00:09.8  2456168.459414  2012-08-28.91  2456173.93633  2012-09-03T10:24:58  5.476919821  24.597405  0.304274  3.3995  21.9347  20.60619
OGLE-2012-BLG-1393  None  17:57:58.28  -27:27:22.8  2456182.343  2012-09-11.84  None  None  None  23.934  1.598  1.113  None  17.702
OGLE-2012-BLG-1394  None  17:44:28.43  -23:52:34.3  2456172.128  2012-09-01.63  2456175.07515  2012-09-04T13:44:56  2.94715466117  18.311  0.245  4.176  None  18.808
OGLE-2012-BLG-1395  None  17:52:56.02  -30:23:23.6  2456175.806602  2012-09-05.32  None  None  None  2.167663  0.050012  20.014  23.1171  19.86372
OGLE-2012-BLG-1396  None  17:50:42.45  -29:24:49.7  2456175.653731  2012-09-05.15  None  None  None  0.765617  0.188656  5.3711  19.9923  18.16709
OGLE-2012-BLG-1397  None  17:51:53.62  -32:55:18.8  2456184.722229  2012-09-14.20  None  None  None  8.725105  1.095176  1.2812  13.8701  13.60104
OGLE-2012-BLG-1398  None  17:54:33.26  -29:13:36.4  2456175.663954  2012-09-05.51  None  None  None  15.601049  0.048962  20.4424  22.6538  19.37743
OGLE-2012-BLG-1399  None  18:03:21.90  -30:33:15.0  2456158.870637  2012-08-20.28  None  None  None  575.229610  0.018179  55.0153  22.9826  18.63135
OGLE-2012-BLG-1400  None  18:05:20.17  -32:33:12.4  2456181.944922  2012-09-11.61  None  None  None  11.414583  0.681620  1.7113  18.9792  18.39590
OGLE-2012-BLG-1401  None  17:54:03.51  -31:50:24.3  2456174.803467  2012-09-04.34  None  None  None  5.322652  0.094275  10.6426  20.7092  18.14158
OGLE-2012-BLG-1402  None  17:26:03.04  -30:03:34.0  2456178.10023  2012-09-06.78  None  None  None  21.260384  0.383415  2.7498  21.2769  20.17864
OGLE-2012-BLG-1403  None  17:16:44.54  -29:17:37.6  2456158.536441  2012-09-04.64  None  None  None  69.034092  0.966269  1.3669  19.5228  19.18346
OGLE-2012-BLG-1404  None  17:43:33.42  -20:34:44.9  2456173.276913  2012-11-20.80  None  None  None  57.838936  1.132787  1.261  19.1965  18.94479
OGLE-2012-BLG-1405  None  17:35:01.31  -30:04:56.6  2456181.504569  2012-09-13.05  None  None  None  33.086944  0.928059  1.3983  18.607  18.24297
OGLE-2012-BLG-1406  None  17:35:42.75  -29:26:01.4  2456180.628941  2012-09-10.24  2456176.45663  2012-09-05T22:54:43  -4.17230657814  25.475856  0.263231  3.897  20.0544  18.57754
OGLE-2012-BLG-1407  None  18:01:05.74  -27:49:24.4  2456012.198631  2012-03-25.74  None  None  None  6.499763  0.019105  52.3495  22.1484  17.85115
OGLE-2012-BLG-1408  None  17:59:51.05  -27:23:31.9  2456012.136195  2012-03-25.57  None  None  None  18.367604  0.003756  266.2421  27.603  21.53982
OGLE-2012-BLG-1409  None  17:53:47.40  -29:03:57.7  2456073.175415  2012-05-25.69  None  None  None  20.816076  0.048894  20.4707  23.4958  20.21796
OGLE-2012-BLG-1410  None  17:51:24.70  -29:05:36.8  2456013.597946  2012-03-27.06  None  None  None  115.924903  0.008584  116.499  25.5461  20.38030
OGLE-2012-BLG-1411  None  17:54:13.17  -28:49:34.3  2456152.439622  2012-08-12.92  None  None  None  1702.462384  0.000298  3355.7048  27.1026  18.28814
OGLE-2012-BLG-1412  None  17:54:15.26  -28:34:57.8  2456079.539506  2012-06-01.04  None  None  None  18.088992  0.171098  5.9086  22.1345  20.20580
OGLE-2012-BLG-1413  None  17:52:17.03  -28:36:13.8  2456104.093053  2012-06-29.77  None  None  None  93.123681  0.038918  25.7096  23.9022  20.37692
OGLE-2012-BLG-1414  None  17:54:15.85  -30:14:11.1  2456040.872279  2012-04-19.33  None  None  None  40.449157  0.031685  31.5726  24.4655  20.71722
OGLE-2012-BLG-1415  None  17:52:19.05  -30:12:11.2  2456004.426293  2012-03-17.92  None  None  None  13.336363  0.092407  10.8563  22.7262  20.13698
OGLE-2012-BLG-1416  None  17:54:10.14  -30:07:28.3  2456018.182789  2012-03-31.69  None  None  None  13.629707  0.044461  22.5083  23.3854  20.00453
OGLE-2012-BLG-1417  None  17:54:12.30  -29:53:12.7  2456080.916698  2012-06-04.91  None  None  None  130.735994  0.003973  251.7005  26.226  20.22380
OGLE-2012-BLG-1418  None  17:53:50.61  -30:04:28.3  2456119.270958  2012-07-10.77  None  None  None  85.642935  0.011863  84.3002  22.0637  17.24915
OGLE-2012-BLG-1419  None  17:51:28.99  -30:02:15.7  2456147.907107  2012-08-08.40  None  None  None  14.995964  0.003132  319.286  26.5031  20.24268
OGLE-2012-BLG-1420  None  17:52:56.19  -29:35:46.4  2456012.317812  2012-03-25.82  None  None  None  2979.781242  0.000141  7092.1986  25.9584  16.33145
OGLE-2012-BLG-1421  None  17:52:30.67  -29:40:21.1  2456071.43282  2012-05-23.95  None  None  None  10.373909  0.066990  14.9527  23.1816  20.24482
OGLE-2012-BLG-1422  None  17:50:54.43  -29:49:32.8  2456086.75593  2012-06-08.26  None  None  None  16.255358  0.011949  83.6935  24.9518  20.14508
OGLE-2012-BLG-1423  None  17:52:45.21  -29:30:33.5  2456061.912531  2012-05-14.41  None  None  None  1.829588  0.018268  54.7474  24.5081  20.16216
OGLE-2012-BLG-1424  None  17:58:57.47  -28:22:58.4  2456088.685984  2012-06-10.47  None  None  None  14.866032  0.053383  18.7526  23.3759  20.19323
OGLE-2012-BLG-1425  None  17:59:16.83  -28:30:23.9  2456103.561173  2012-06-25.08  None  None  None  13.783693  0.122898  8.1828  22.33  20.04773
OGLE-2012-BLG-1426  None  17:56:44.55  -28:23:19.8  2456048.055069  2012-04-30.57  None  None  None  17.088772  0.155055  6.5073  22.263  20.22948
OGLE-2012-BLG-1427  None  17:56:40.32  -28:27:47.5  2456125.763224  2012-07-17.26  None  None  None  33.193103  0.095694  10.4858  22.7155  20.16402
OGLE-2012-BLG-1428  None  17:59:57.16  -28:11:22.6  2456080.747104  2012-06-02.25  None  None  None  8.292360  0.088262  11.363  22.8094  20.17068
OGLE-2012-BLG-1429  None  17:55:56.63  -27:37:21.7  2456065.899539  2012-05-18.40  None  None  None  14.344263  0.063357  15.8073  23.2285  20.23137
OGLE-2012-BLG-1430  None  17:58:35.23  -29:43:48.5  2456062.103453  2012-05-14.60  None  None  None  15.117358  0.002576  388.1997  23.9048  17.43218
OGLE-2012-BLG-1431  None  17:56:18.97  -29:49:16.7  2456076.79282  2012-05-29.33  None  None  None  20.437951  0.079326  12.6359  18.6103  15.85626
OGLE-2012-BLG-1432  None  17:58:03.07  -29:17:10.9  2456013.285974  2012-03-26.77  None  None  None  12.089081  0.114831  8.7515  20.2437  17.88849
OGLE-2012-BLG-1433  None  17:55:18.48  -29:26:27.9  2456069.786973  2012-05-22.36  None  None  None  20.162478  0.048979  20.4353  24.555  21.27905
OGLE-2012-BLG-1434  None  17:55:52.76  -28:59:04.2  2456032.179728  2012-04-14.50  None  None  None  33.438901  0.079411  12.6225  22.3257  19.57280
OGLE-2012-BLG-1435  None  17:55:30.19  -29:02:15.3  2456053.262118  2012-05-05.76  None  None  None  22.523011  0.021555  46.401  24.5194  20.35313
OGLE-2012-BLG-1436  None  17:58:39.06  -28:51:53.7  2456122.468435  2012-07-13.97  None  None  None  14.157458  0.017937  55.7574  24.5327  20.16697
OGLE-2012-BLG-1437  None  17:56:47.75  -28:38:43.0  2456038.53954  2012-04-21.03  None  None  None  166.505911  0.008055  124.1495  25.3758  20.14096
OGLE-2012-BLG-1438  None  17:56:14.96  -28:46:04.8  2456121.728649  2012-07-13.06  None  None  None  38.374233  0.005863  170.5633  25.8014  20.22169
OGLE-2012-BLG-1439  None  17:55:08.06  -28:43:28.9  2456073.739603  2012-05-26.26  None  None  None  20.048595  0.098206  10.2195  22.6295  20.10591
OGLE-2012-BLG-1440  None  17:55:18.04  -31:03:39.2  2455969.956103  2012-02-07.90  None  None  None  228.090402  0.071464  14.0198  23.0551  20.18825
OGLE-2012-BLG-1441  None  17:57:06.24  -30:31:06.0  2456121.990285  2012-07-13.64  None  None  None  3.877053  0.048498  20.6376  23.4939  20.20726
OGLE-2012-BLG-1442  None  17:58:41.14  -30:02:12.1  2456151.580692  2012-08-12.12  None  None  None  7.818402  0.056699  17.6583  24.9934  21.87608
OGLE-2012-BLG-1443  None  17:58:07.80  -29:55:57.8  2456065.045224  2012-05-17.55  None  None  None  32.368639  0.055020  18.1958  23.4643  20.31441
OGLE-2012-BLG-1444  None  17:56:58.06  -32:14:42.1  2456015.758321  2012-03-29.26  None  None  None  9.745932  0.041051  24.3753  23.7201  20.25274
OGLE-2012-BLG-1445  None  18:10:22.66  -25:10:17.3  2456103.253007  2012-06-24.72  None  None  None  73.097077  0.004062  246.1857  24.66  18.68185
OGLE-2012-BLG-1446  None  17:58:50.44  -33:55:34.9  2456018.08004  2012-03-31.58  None  None  None  21.047205  0.069086  14.5006  23.0994  20.19593
OGLE-2012-BLG-1447  None  18:05:23.25  -26:53:11.7  2456020.448058  2012-04-02.67  None  None  None  30.601098  0.057802  17.3221  24.6393  21.54281
OGLE-2012-BLG-1448  None  18:04:33.80  -29:01:44.8  2456023.421594  2012-04-05.92  None  None  None  20.918401  0.004121  242.6611  24.4941  18.53158
OGLE-2012-BLG-1449  None  18:02:30.97  -28:07:18.7  2456127.274347  2012-07-18.79  None  None  None  11.022228  0.152756  6.6035  22.3222  20.27280
OGLE-2012-BLG-1450  None  18:00:56.87  -31:35:30.7  2456132.999591  2012-07-24.56  None  None  None  996.884264  0.005173  193.3134  24.3083  18.59268
OGLE-2012-BLG-1451  None  18:04:06.03  -30:40:46.5  2456103.476141  2012-06-24.99  None  None  None  65.581953  0.011290  88.5782  25.1839  20.31557
OGLE-2012-BLG-1452  None  18:06:05.60  -26:12:36.7  2456074.689093  2012-05-27.19  None  None  None  35.157001  0.059331  16.8768  23.3808  20.31261
OGLE-2012-BLG-1453  None  18:07:15.34  -29:34:33.7  2456091.566307  2012-06-13.22  None  None  None  58.138144  0.008294  120.5722  27.064  21.86092
OGLE-2012-BLG-1454  None  18:10:03.68  -30:41:58.0  2456101.791323  2012-06-23.50  None  None  None  88.819829  0.020083  49.8009  24.2159  19.97283
OGLE-2012-BLG-1455  None  18:06:54.33  -30:30:59.8  2454780.528838  2012-04-14.37  None  None  None  888.936474  1.662504  1.1018  20.8451  20.73982
OGLE-2012-BLG-1456  None  17:54:06.33  -31:09:04.6  2455991.905962  2012-03-05.38  None  None  None  16.946679  0.075093  13.345  22.8047  19.99142
OGLE-2012-BLG-1457  None  17:53:46.30  -30:46:14.9  2456077.520385  2012-05-29.99  None  None  None  23.832185  0.033051  30.2687  24.5041  20.80159
OGLE-2012-BLG-1458  None  17:50:38.85  -30:46:47.7  2456062.209997  2012-05-14.70  None  None  None  95.857818  0.024129  41.453  24.2923  20.24846
OGLE-2012-BLG-1459  None  17:50:59.60  -30:40:04.8  2456069.798586  2012-05-22.43  None  None  None  31.498618  0.039636  25.2445  24.023  20.51754
OGLE-2012-BLG-1460  None  17:54:46.12  -28:33:55.0  2456150.827836  2012-08-11.35  None  None  None  24.364301  0.000984  1016.2605  25.8977  18.38023
OGLE-2012-BLG-1461  None  17:52:31.20  -31:48:57.5  2456067.23709  2012-05-19.39  None  None  None  67.054956  0.031363  31.8965  21.59  17.83061
OGLE-2012-BLG-1462  None  18:06:43.84  -31:04:44.1  2455996.541218  2012-03-10.04  None  None  None  49.040312  0.036349  27.5247  23.9166  20.31734
OGLE-2012-BLG-1463  None  18:09:43.65  -25:26:19.6  2456015.851362  2012-03-29.38  None  None  None  18.218782  0.040655  24.6125  23.7153  20.23746
OGLE-2012-BLG-1464  None  18:08:05.78  -25:26:44.4  2456123.594248  2012-07-15.08  None  None  None  34.399645  0.009204  108.6519  24.0817  18.99158
OGLE-2012-BLG-1465  None  17:43:16.88  -34:31:53.9  2456020.556288  2012-04-03.06  None  None  None  5.554703  0.141596  7.1153  22.33  20.19952
OGLE-2012-BLG-1466  None  17:43:20.00  -34:42:23.6  2456079.197787  2012-05-31.72  None  None  None  13.465446  0.205155  4.951  22.0438  20.30709
OGLE-2012-BLG-1467  None  17:44:48.07  -35:58:26.6  2455990.640078  2012-03-04.25  None  None  None  46.720671  0.105990  9.4746  22.8083  20.36694
OGLE-2012-BLG-1468  None  17:39:23.54  -35:16:53.4  2456079.893363  2012-06-01.35  None  None  None  20.311857  0.258681  3.9621  21.556  20.06114
OGLE-2012-BLG-1469  None  17:37:46.91  -27:46:13.4  2456006.109169  2012-03-19.61  None  None  None  16.366801  0.020206  49.4978  24.3667  20.13024
OGLE-2012-BLG-1470  None  17:36:32.14  -27:38:20.0  2456150.824871  2012-08-11.32  None  None  None  12.064416  0.111602  9.0022  22.5727  20.18679
OGLE-2012-BLG-1471  None  17:36:25.67  -27:24:28.3  2456082.267697  2012-06-03.78  None  None  None  30.574750  0.110863  9.0617  22.6141  20.22113
OGLE-2012-BLG-1472  None  17:36:01.60  -27:25:23.4  2456134.873343  2012-07-26.38  None  None  None  12.893992  0.055304  18.1026  23.3405  20.19619
OGLE-2012-BLG-1473  None  17:35:07.43  -27:21:41.6  2456038.788686  2012-04-21.30  None  None  None  32.712170  0.032641  30.6486  23.9691  20.25303
OGLE-2012-BLG-1474  None  17:28:48.47  -28:00:44.2  2456032.264937  2012-04-14.76  None  None  None  108.852281  0.074721  13.4111  22.8532  20.03452
OGLE-2012-BLG-1475  None  17:40:27.54  -24:08:26.9  2456059.962544  2012-05-12.46  None  None  None  88.971120  0.006021  166.0876  25.6602  20.10937
OGLE-2012-BLG-1476  None  17:47:28.60  -20:35:32.8  2456075.672062  2012-05-28.24  None  None  None  41.877594  0.120096  8.3716  22.5348  20.22781
OGLE-2012-BLG-1477  None  17:49:06.13  -21:28:42.9  2456112.965429  2012-07-04.49  None  None  None  63.687314  0.112306  8.9463  22.4971  20.11803
OGLE-2012-BLG-1478  None  17:51:36.11  -23:04:48.7  2456019.700534  2012-04-02.20  None  None  None  28.212534  0.094774  10.5869  22.6968  20.13488
OGLE-2012-BLG-1479  None  17:51:03.63  -30:26:02.4  2456082.278196  2012-06-03.80  None  None  None  14.106497  0.096332  10.4169  22.5588  20.01445
OGLE-2012-BLG-1480  None  17:56:29.85  -31:38:40.6  2456048.914052  2012-05-02.69  None  None  None  204.179007  0.000840  1190.4765  29.5324  21.84308
OGLE-2012-BLG-1481  None  18:04:39.87  -28:42:02.2  2456054.191035  2012-05-06.70  None  None  None  18.178778  0.108886  9.2247  22.7054  20.29298
OGLE-2012-BLG-1482  None  18:00:41.97  -28:30:53.7  2456025.17678  2012-04-07.69  None  None  None  12.655882  0.170474  5.9297  22.1784  20.24581
OGLE-2012-BLG-1483  None  18:02:00.37  -29:41:37.2  2456173.883533  2012-08-10.96  None  None  None  52.741247  0.288712  3.571  19.2329  17.85096
OGLE-2012-BLG-1484  None  18:02:14.10  -30:33:43.3  2456042.382771  2012-04-27.09  None  None  None  78.668172  0.043553  22.9769  24.4762  21.07299
OGLE-2012-BLG-1485  None  18:07:28.47  -26:41:45.2  2456080.93365  2011-09-14.58  None  None  None  24.425148  0.214774  4.7362  21.9061  20.21753
OGLE-2012-BLG-1486  None  17:52:17.44  -31:16:23.6  2456118.736412  2012-07-10.22  None  None  None  36.981625  0.044560  22.4584  24.1267  20.74823
OGLE-2012-BLG-1487  None  17:51:53.96  -31:10:26.8  2456019.47691  2012-04-01.98  None  None  None  16.586911  0.120370  8.3528  22.4219  20.11729
OGLE-2012-BLG-1488  None  17:51:10.18  -31:06:32.5  2456038.260737  2012-04-20.76  None  None  None  19.213159  0.144417  6.9784  22.3331  20.22371
OGLE-2012-BLG-1489  None  17:49:20.80  -32:54:42.1  2456100.069013  2012-06-21.55  None  None  None  34.842627  0.182753  5.5402  22.2385  20.37971
OGLE-2012-BLG-1490  None  18:09:48.15  -31:39:13.1  2456059.527102  2012-05-12.23  None  None  None  44.978521  0.082297  12.182  22.987  20.27271
OGLE-2012-BLG-1491  None  17:47:36.17  -33:55:59.1  2456073.386359  2012-05-26.00  None  None  None  6.519637  0.016422  60.9001  26.4667  22.00520
OGLE-2012-BLG-1492  None  17:45:58.83  -33:51:47.6  2456103.533272  2012-06-24.98  None  None  None  11.365572  0.481908  2.2516  15.9187  15.03750
OGLE-2012-BLG-1493  None  17:38:04.39  -35:39:30.9  2456108.340148  2012-06-29.80  None  None  None  40.976827  0.098333  10.2064  22.731  20.20882
OGLE-2012-BLG-1494  None  17:37:54.92  -27:07:26.2  2456112.73641  2012-07-03.97  None  None  None  128.335553  0.004956  201.7775  26.0478  20.28560
